Article Number,Description,Identifier,Keywords,Price,Price quantity,Prices+,Sold individually,height,length,operatingWeight,productType,weight,width,description
YD40002365,,COVER;ENGINE,,144847.36 INR:N::1 EA::,1.0,144847.36 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi engine cover (P/N: COVER;ENGINE) designed for durability and precise fit on compatible construction machinery models.
YD00008707,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00007439,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various compatible machine models."
YD00000468,,RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber spare part designed for durability and performance in construction machinery, compatible with various models."
YD00005955,Engine Speed Control,CABLE CONTROL,,14374.76 INR:N::1 EA::,1.0,14374.76 INR:N::1 EA::,True,1480.0,40.0,1.0,SpareParts,0.3,40.0,"""Tata Hitachi Engine Speed Control (P/N: CABLE CONTROL) for precise speed regulation in compatible construction machinery models, ensuring efficient performance and reliability."""
YD00004979,,GLASS,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part - GLASS, designed for durability and precision fit in Tata Hitachi construction machinery models."
YD00003202,,SEAL,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi SEAL spare part designed for optimal performance, compatible with various construction machinery models."
YD00000958,,COVER,,1007.72 INR:N::1 EA::,1.0,1007.72 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD00000962,,REST;ARM,,1897.44 INR:N::1 EA::,1.0,1897.44 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery armrest (P/N: REST;ARM) for enhanced operator comfort and productivity on compatible machine models.
YD00004778,,HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in compatible construction machinery models.
YD00004450,,ENGINE,,404256.0 INR:N::1 EA::,1.0,404256.0 INR:N::1 EA::,True,,,,SpareParts,,,High-performance Tata Hitachi ENGINE spare part designed for durability and optimal operation in Tata Hitachi construction machinery models.
YD00000434,,BRACKET,,,1.0,,True,,,,SpareParts,,,"""Tata Hitachi Construction Machinery spare part BRACKET designed for durability and precise fitment, compatible with various machine models."""
YD60005261,,FLOOR MAT,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part floor mat designed for durability and fitment in compatible construction machinery models.
YD00000374,Air Filter Inner,AIR FILTER ELEMENT INNER,,2452.04 INR:N::1 EA::,1.0,2452.04 INR:N::1 EA::,True,65.0,240.0,1.0,SpareParts,0.13,65.0,"""High-quality Tata Hitachi AIR FILTER ELEMENT INNER for superior filtration efficiency, compatible with various construction machinery models."""
YD00003409,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD00004966,,GLASS,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part (P/N: GLASS) for optimal visibility and safety on compatible construction machinery models.
YD40002355,,*DUCT,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi DUCT spare part designed for durability and optimal performance in compatible construction machinery models.
YD00006887,,* HOSE,,2815.48 INR:N::1 EA::,1.0,2815.48 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare hose (P/N: HOSE) designed for reliable fluid transfer in various construction machinery models.
YD60003320,,ASSY;HOSE,,1820.74 INR:N::1 EA::,1.0,1820.74 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for durability and precise fitment in compatible construction machinery models.
YD00006922,,HOSE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in compatible construction machinery models."""
YD00002250,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part bracket designed for durability and precise fitment, compatible with various construction machinery models."
YD40001723,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part BRACKET designed for durability and precise fit, compatible with various construction machinery models."
YD00003298,,HOSE,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in compatible construction machinery models."""
YD00000092,,BASE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi BASE spare part designed for durability and precision performance in compatible construction machinery models.
YD60003332,,ASSY;HOSE,,631.3 INR:N::1 EA::,1.0,631.3 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00003087,,HYDRAULIC TANK FILTER,,2452.04 INR:N::1 EA::,1.0,2452.04 INR:N::1 EA::,True,400.0,130.0,1.0,SpareParts,1.4,145.0,High-quality Tata Hitachi hydraulic tank filter (P/N: HYDRAULIC TANK FILTER) for enhanced filtration efficiency in compatible construction machinery models.
YD40004412,,COVER;ENGINE,,53614.48 INR:N::1 EA::,1.0,53614.48 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi engine cover (P/N: COVER;ENGINE) designed for durability and precise fit on compatible construction machinery models.
YD40002728,,COVER,,26396.6 INR:N::1 EA::,1.0,26396.6 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi COVER spare part designed for durability and precision fit in compatible construction machinery models.
YD40002020,,FRAME;MAIN,,205042.7 INR:N::1 EA::,1.0,205042.7 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi main frame (P/N: FRAME;MAIN) for enhanced structural integrity in compatible construction machinery models."""
YD00000376,,PUMP;PISTON,,339975.7 INR:N::1 EA::,1.0,339975.7 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi piston pump (P/N: PUMP;PISTON) designed for durability and performance in construction machinery applications.
YD00006607,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing efficiency in construction machinery, compatible with various models."
YD60005301,,ASSY;HOSE,,2098.04 INR:N::1 EA::,1.0,2098.04 INR:N::1 EA::,True,,,,SpareParts,,,"""OEM Tata Hitachi ASSY;HOSE spare part designed for precise fit and superior performance in compatible construction machinery models."""
YD00001185,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various models."
YD60002674,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for durability and optimal performance in compatible construction machinery models.
YD00004596,,HOSE,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in various construction machinery models."""
YD40000988,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and precise fitment in compatible construction machinery models.
YD00007260,ENGINE OIL FILTER,ENGINE OIL FILTER,,3469.2 INR:N::1 EA::,1.0,3469.2 INR:N::1 EA::,True,110.0,110.0,1.0,SpareParts,0.68,110.0,High-quality Tata Hitachi ENGINE OIL FILTER (P/N: XXXX) designed for optimal filtration efficiency and compatibility with Tata Hitachi construction machinery models.
YD00003084,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00005118,,SEAL;RUBBER,,53.1 INR:N::1 EA::,1.0,53.1 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced equipment performance and longevity in construction and mining applications.
YD00004974,,GLASS,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part - Glass (P/N: GLASS) for construction machinery, providing durability and clarity for compatible machine models."
YD00004465,FUEL FILTER,FILTER_ELEMENT_FUEL_,,1028.0 INR:N::1 EA::,1.0,1028.0 INR:N::1 EA::,True,115.0,110.0,1.0,SpareParts,0.59,115.0,High-quality Tata Hitachi fuel filter element (P/N: FILTER_ELEMENT_FUEL_) designed for superior filtration efficiency in Tata Hitachi construction machinery models.
YD00002713,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for superior sealing performance in heavy-duty construction machinery applications.
YD00002476,,VALVE;PILOT,,,1.0,,True,,,,SpareParts,,,"""Tata Hitachi pilot valve (P/N: VALVE;PILOT) for precise control in compatible construction machinery models, ensuring reliable operation and efficiency."""
YD00003694,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00002039,,HOSE;AIR,,500.32 INR:N::1 EA::,1.0,500.32 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi air hose (P/N: HOSE;AIR) designed for superior airflow efficiency in Tata Hitachi construction machinery models.
YD40001400,,PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PLATE designed for durability and precision, compatible with various construction machinery models for reliable performance."
YD40000547,,STOPPER,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi STOPPER spare part for enhanced safety and performance in compatible construction machinery models."""
YD00003585,,PIN,,1795.96 INR:N::1 EA::,1.0,1795.96 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi PIN spare part designed for durability and precision in compatible construction machinery models.
YD00003333,,"HOSE(LABEL;A,8,2,SEL/V A-EXTRA)",,7791.54 INR:N::1 EA::,1.0,7791.54 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi hose (P/N: A-EXTRA) for select models, designed for superior durability and performance in construction machinery applications."
YD40002439,,STOPPER,,217.12 INR:N::1 EA::,1.0,217.12 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi STOPPER spare part for enhanced safety and performance in compatible construction machinery models.
YD40001700,,PIPE;INLET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part PIPE;INLET for enhanced performance and durability in compatible construction machinery models.
YD00007061,,HOSE,,2474.46 INR:N::1 EA::,1.0,2474.46 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in construction machinery."""
YD40002527,,STAND,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi STAND spare part designed for durability and compatibility with specific construction machinery models.
YD00001181,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various machine models."
YD00008709,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for enhanced durability and performance in construction machinery applications.
YD00003315,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD00003825,,HOOK,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part HOOK designed for durability and compatibility with various construction machinery models.
YD00004589,,COVER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD60001043,,TRAVEL DEVICE,,2000482.32 INR:N::1 EA::,1.0,2000482.32 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi travel device (P/N: TRAVEL DEVICE) for enhanced mobility and reliability in compatible construction machinery models.
YD60002678,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible models.
YD00000766,,FILTER;SUCTION,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi suction filter (P/N: FILTER;SUCTION) designed for efficient debris removal in compatible construction machinery models.
YD00003351,,HOSE,,3208.42 INR:N::1 EA::,1.0,3208.42 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in construction machinery.
YD00002182,,DRUM,,13378.84 INR:N::1 EA::,1.0,13378.84 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi construction machinery drum (P/N: DRUM) for optimal performance in compatible models, built for durability and efficiency."
YD40000542,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi SpareParts BRACKET designed for durability and precision fitment in compatible construction machinery models.
YD00003819,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced equipment performance and longevity in construction machinery applications.
YD60005435,,ASSY;HOSE,,846.06 INR:N::1 EA::,1.0,846.06 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for optimal fluid transfer in compatible machine models.
YD60003303,,ASSY;HOSE,,636.02 INR:N::1 EA::,1.0,636.02 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for reliable fluid transfer in compatible machine models.
YD00002901,,STOPPER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi STOPPER spare part for enhanced safety and performance in compatible construction machinery models.
YD00002923,,HARNESS;WIRE,,17952.52 INR:N::1 EA::,1.0,17952.52 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for reliable electrical connectivity in construction machinery models.
YD00005394,,COVER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi COVER spare part designed for durability and precise fit on compatible construction machinery models.
YD00004032,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00002251,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part BRACKET designed for durability and precise fit, compatible with various construction machinery models."
YD00005172,,GASKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part gasket for enhanced sealing performance in compatible construction machinery models.
YD00000065,,HARNESS;WIRE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for optimal electrical connectivity in compatible construction machinery models.
YD40001398,,STOPPER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi STOPPER spare part designed for durability and precision, compatible with select construction machinery models."
YD00005374,,VALVE,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi VALVE (P/N: nan) for enhanced performance and reliability in compatible construction machinery models."""
YD00005558,,PLATE;THRUST,,1470.28 INR:N::1 EA::,1.0,1470.28 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi thrust plate (P/N: PLATE;THRUST) for enhanced performance and reliability in compatible construction machinery models.
YD60002317,,PARTS;SHOCKLESS,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi shockless spare part (P/N: PARTS;SHOCKLESS) designed for enhanced safety and performance in compatible construction machinery models.
YD40002520,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and precise fitment in compatible construction machinery models.
YD60005202,,ASSY;HOSE,,2671.52 INR:N::1 EA::,1.0,2671.52 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for optimal performance in compatible construction machinery models.
YD40000386,,TANK;OIL,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi oil tank (P/N: TANK;OIL) designed for optimal lubrication in compatible construction machinery models.
YD00001173,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00004963,,* TRIM;SEAL,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi TRIM;SEAL spare part for enhanced sealing performance in compatible construction machinery models.
YD00003481,,GUARD;FAN,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi fan guard (P/N: GUARD;FAN) designed for durability and optimal cooling efficiency in compatible construction machinery models."""
YD00009611,,FUEL WATER SEPARATOR,,1476.18 INR:N::1 EA::,1.0,1476.18 INR:N::1 EA::,True,,,1.0,SpareParts,,,High-quality Tata Hitachi Fuel Water Separator (P/N: FUEL WATER SEPARATOR) for efficient fuel filtration in Tata Hitachi construction machinery models.
YD00007104,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD00002456,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with select models."
YD60005324,,ASSY;HOSE,,2450.86 INR:N::1 EA::,1.0,2450.86 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for durability and precise fit in compatible construction machinery models.
YD00002892,,TRIM;SEAL,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi TRIM;SEAL spare part for enhanced sealing performance in compatible construction machinery models.
YD00002411,,INSULATOR,,4148.88 INR:N::1 EA::,1.0,4148.88 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for optimal performance and durability in compatible construction machinery models.
YD00002157,,SPACER,,1066.72 INR:N::1 EA::,1.0,1066.72 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi SPACER spare part designed for durability and precision fit, compatible with various construction machinery models."
YD00000126,,BRACKET,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi spare part (P/N: BRACKET) designed for enhanced stability and compatibility with various construction machinery models."""
YD00009294,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00008616,,MAT;FLOOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi MAT;FLOOR spare part designed for durability and precision fit in compatible construction machinery models.
YD40000772,,PIPE;FLANGE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi PIPE;FLANGE spare part designed for durability and precision, compatible with select construction machinery models."
YD00003599,,SEAL,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi SEAL spare part designed for durability and precision, compatible with various construction machinery models."
YD60005440,,ASSY;HOSE (LABEL;YP),,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE (LABEL;YP) spare part designed for durability and precise fit in compatible construction machinery models.
YD60003389,,CARRIER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi CARRIER spare part designed for durability and compatibility with specific construction machinery models.
YD00003106,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for optimal performance and durability in compatible construction machinery models.
YD60002677,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) designed for durability and performance in various compatible machine models.
YD00001189,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery applications.
YD00009297,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced equipment performance and longevity in construction and mining applications.
YD00006888,,HOSE;PLASTIC,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi plastic hose (P/N: HOSE;PLASTIC) designed for durability and precise fit in compatible construction machinery models.
YD00002416,,COLLAR,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part COLLAR for enhanced performance and durability in compatible construction machinery models.
YD00001768,,HOSE;AIR,,1276.76 INR:N::1 EA::,1.0,1276.76 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi air hose (P/N: HOSE;AIR) designed for efficient air flow in Tata Hitachi construction machinery models.
YD60005234,,ASSY;HOSE,,1808.94 INR:N::1 EA::,1.0,1808.94 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for superior fluid transfer in compatible machine models.
YD40001586,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part bracket designed for durability and precision, compatible with various construction machinery models."
YD00004909,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00005822,,*SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD60002669,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for durability and optimal performance in compatible construction machinery models.
YD00003673,,COVER,,13194.76 INR:N::1 EA::,1.0,13194.76 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD00007440,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, designed for optimal sealing performance in compatible machine models."
YD00006243,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00007246,,RELAY,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi RELAY spare part for reliable electrical system performance in compatible construction machinery models.
YD00006643,,*SWINGPOST,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi Swingpost (P/N: SWINGPOST) for enhanced stability and durability in compatible construction machinery models.
YD00007886,B30_Attachment,VALVE,,7212.16 INR:N::1 EA::,1.0,7212.16 INR:N::1 EA::,True,78.0,34.0,1.0,SpareParts,0.9,95.0,"""Tata Hitachi B30_Attachment valve, a high-quality spare part designed for optimal performance in Tata Hitachi construction machinery."""
YD00002126,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various machine models."
YD00000871,,CABLE;BATTERY,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi battery cable (P/N: CABLE;BATTERY) designed for reliable power distribution in Tata Hitachi construction machinery models.
YD60003324,,ASSY;HOSE,,843.7 INR:N::1 EA::,1.0,843.7 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00008706,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery; compatible with various models.
YD00007243,,GASKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part gasket for enhanced sealing performance in construction machinery, compatible with various models."
YD60003323,,ASSY;HOSE,,1013.62 INR:N::1 EA::,1.0,1013.62 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for durability and optimal performance in compatible construction machinery models.
YD00005441,,* HARNESS;WIRE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for reliable electrical connectivity in compatible construction machinery models.
YD00002770,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and optimal performance in construction machinery applications.
YD40002840,,STOPPER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi STOPPER spare part for enhanced safety and performance in compatible construction machinery models.
YD00000544,,COVER;SIDE,,17387.3 INR:N::1 EA::,1.0,17387.3 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part (P/N: COVER;SIDE) designed for durability and precise fitment on compatible construction machinery models.
YD00000759,Air Inter Cooler Part,HOSE AIR,,824.82 INR:N::1 EA::,1.0,824.82 INR:N::1 EA::,True,210.0,61.0,1.0,SpareParts,0.23,90.0,"""Tata Hitachi Air Inter Cooler Part (P/N: HOSE AIR) for enhanced cooling efficiency in compatible construction machinery models."""
YD00010106,,INSULATOR,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for durability and optimal performance in construction machinery.
YD60003296,,ASSY;HOSE,,560.5 INR:N::1 EA::,1.0,560.5 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for optimal fluid transfer in compatible machine models.
YD00005382,,* LATCH,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part LATCH for enhanced safety and reliability in compatible construction machinery models.
YD00001791,,HOSE;AIR,,1692.12 INR:N::1 EA::,1.0,1692.12 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi air hose (P/N: HOSE;AIR) designed for optimal airflow in compatible construction machinery models.
YD40002525,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi SpareParts bracket designed for precise fit and support in compatible construction machinery models."""
YD00003359,,HOSE,,7845.82 INR:N::1 EA::,1.0,7845.82 INR:N::1 EA::,True,,,,SpareParts,,,"""Tata Hitachi high-pressure hydraulic hose (P/N: HOSE) for robust performance in construction machinery, compatible with various models."""
YD00005675,,GEAR;PLANETARY,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi planetary gear (P/N: GEAR;PLANETARY) for robust performance in construction machinery, compatible with select models."""
YD00007099,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
